,repo,developer_random_id,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,files,commit_messages_length,days_worked,files_blamed,issues,pulls_created,merges,repo_developer_count,repo_language_count,repo_ruby_used,repo_c_used,repo_cpp_used,repo_cs_used,repo_java_used,repo_js_used,repo_python_used,repo_html_used,repo_php_used,repo_others_used,author
325,alexreisner/geocoder,geocoder_2,0.001031992,0.003096774,0.003096774,0.93983093,0.0,0.05982906,0.004892976,0.0,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
326,alexreisner/geocoder,geocoder_47,0.001031992,0.00283871,0.00283871,0.41322725,0.000368053,0.038461538,0.001767363,0.002262443,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
327,alexreisner/geocoder,geocoder_40,0.001031992,0.000774194,0.000774194,0.998508205,0.001472212,0.008547009,0.02204294,0.0,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
328,alexreisner/geocoder,geocoder_49,0.002063983,0.007483871,0.007483871,0.432620587,0.344865661,0.042735043,0.003027427,0.009049774,0.006622517,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
329,alexreisner/geocoder,geocoder_22,0.001031992,0.00283871,0.00283871,0.998508205,0.002944424,0.012820513,0.001227335,0.0,0.0,0.0,0.0,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
330,alexreisner/geocoder,geocoder_41,0.001031992,0.000258065,0.000258065,0.724017902,0.003312477,0.0,0.001505531,0.004524887,0.0,0.0,0.5,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
331,alexreisner/geocoder,geocoder_20,0.001031992,0.000258065,0.000258065,0.481849826,0.0,0.004273504,0.00091641,0.0,0.0,0.0,0.0,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
332,alexreisner/geocoder,geocoder_37,0.001031992,0.002322581,0.002322581,0.064644455,0.004784689,0.034188034,0.00186555,0.004524887,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
333,alexreisner/geocoder,geocoder_30,0.001031992,0.000516129,0.000516129,0.581302834,0.050055208,0.017094017,0.004254762,0.002262443,0.0,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
334,alexreisner/geocoder,geocoder_50,0.001031992,0.000258065,0.000258065,0.522625559,0.000368053,0.004273504,0.001570989,0.002262443,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
335,alexreisner/geocoder,geocoder_25,0.0,0.002322581,0.002322581,0.163600199,0.002208318,0.034188034,0.00076913,0.004524887,0.013245033,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
336,alexreisner/geocoder,geocoder_27,0.0,0.000774194,0.000774194,0.144206862,0.000368053,0.017094017,0.001341886,0.002262443,0.0,0.0,0.375,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
337,alexreisner/geocoder,geocoder_29,0.0,0.001548387,0.001548387,0.903033317,0.0,0.025641026,0.0,0.0,0.013245033,0.0,0.0,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
338,alexreisner/geocoder,geocoder_18,0.0,0.000774194,0.000774194,0.29487817,0.000736106,0.012820513,0.002225568,0.002262443,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
339,alexreisner/geocoder,geocoder_43,0.0,0.0,0.0,0.579313774,0.005520795,0.004273504,0.002552857,0.004524887,0.0,0.0,0.375,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
340,alexreisner/geocoder,geocoder_36,0.0,0.0,0.0,0.432620587,0.0,0.008547009,0.002520128,0.0,0.0,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
341,alexreisner/geocoder,geocoder_9,0.0,0.000516129,0.000516129,0.830432621,0.003312477,0.012820513,0.000687308,0.0,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
342,alexreisner/geocoder,geocoder_19,0.0,0.002064516,0.002064516,0.517652909,0.000736106,0.034188034,0.000392747,0.002262443,0.026490066,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
343,alexreisner/geocoder,geocoder_38,0.002063983,0.001806452,0.001806452,0.350571855,0.072874494,0.004273504,0.001996465,0.004524887,0.0,0.0,0.0,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
344,alexreisner/geocoder,geocoder_14,0.0,0.000258065,0.000258065,0.277971159,0.0,0.0,0.00091641,0.002262443,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
345,alexreisner/geocoder,geocoder_12,0.0,0.000258065,0.000258065,0.419194431,0.157894737,0.008547009,0.002732866,0.004524887,0.0,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
346,alexreisner/geocoder,geocoder_1,0.0,0.001032258,0.001032258,0.556439582,0.000736106,0.012820513,0.000736401,0.002262443,0.006622517,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
347,alexreisner/geocoder,geocoder_28,0.0,0.001548387,0.001548387,0.841372452,0.051159367,0.021367521,0.002209203,0.004524887,0.0,0.0,0.0,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
348,alexreisner/geocoder,geocoder_17,0.0,0.001032258,0.001032258,0.007956241,0.000368053,0.012820513,0.000589121,0.002262443,0.006622517,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
349,alexreisner/geocoder,geocoder_15,0.0,0.0,0.0,0.602685231,0.0,0.004273504,0.002291026,0.0,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
350,alexreisner/geocoder,geocoder_4,0.0,0.0,0.0,0.383888613,0.00368053,0.0,0.002405577,0.004524887,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
351,alexreisner/geocoder,geocoder_21,0.0,0.000258065,0.000258065,0.311287916,0.0,0.012820513,0.001521896,0.0,0.006622517,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
352,alexreisner/geocoder,geocoder_3,0.0,0.00283871,0.00283871,0.483341621,0.007729113,0.042735043,0.001554625,0.004524887,0.01986755,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
353,alexreisner/geocoder,geocoder_52,0.001031992,0.003612903,0.003612903,0.359522626,0.0,0.02991453,0.000572756,0.002262443,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
354,alexreisner/geocoder,geocoder_23,0.001031992,0.005419355,0.005419355,0.657384386,0.041958042,0.038461538,0.003158343,0.004524887,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
355,alexreisner/geocoder,geocoder_51,0.0,0.001032258,0.001032258,0.658876181,0.132867133,0.012820513,0.00340381,0.004524887,0.006622517,0.0,0.25,0.004347826,249,1,1,0,0,0,0,0,0,0,0,0,0
356,alexreisner/geocoder,geocoder_10,0.0,0.000774194,0.000774194,0.090502238,0.508281192,0.008547009,0.001129148,0.002262443,0.0,0.0,0.25,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
357,alexreisner/geocoder,geocoder_46,0.0,0.005935484,0.005935484,0.386374938,0.000368053,0.047008547,0.001718269,0.002262443,0.026490066,0.0,0.0,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
358,alexreisner/geocoder,geocoder_16,0.0,0.001806452,0.001806452,0.11337643,0.300331248,0.008547009,0.002258297,0.002262443,0.0,0.0,0.125,0.0,249,1,1,0,0,0,0,0,0,0,0,0,0
359,ruby-grape/grape,grape_27,0.989071038,0.997857525,0.997857525,0.0,1.0,0.993690852,0.997900111,0.998015873,1.0,0.0,1.0,1.0,291,3,1,0,0,0,0,0,0,0,0,1,0
360,ruby-grape/grape,grape_8,0.308743169,0.529191216,0.529191216,0.351975372,0.791158537,0.627760252,0.140363157,0.128968254,0.0,0.428571429,0.085714286,0.075555556,291,3,1,0,0,0,0,0,0,0,0,1,0
361,ruby-grape/grape,grape_30,0.112021858,0.092662025,0.092662025,0.004617753,0.591971545,0.192429022,0.056573476,0.053571429,0.0,1.0,0.428571429,0.004444444,291,3,1,0,0,0,0,0,0,0,0,1,1
362,ruby-grape/grape,grape_3,0.043715847,0.034279593,0.034279593,0.158029759,0.071646341,0.119873817,0.013546342,0.01984127,0.0,0.0,0.285714286,0.0,291,3,1,0,0,0,0,0,0,0,0,1,1
363,ruby-grape/grape,grape_7,0.038251366,0.036957686,0.036957686,0.625448948,0.067581301,0.113564669,0.013669865,0.023809524,0.0,0.0,0.142857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
364,ruby-grape/grape,grape_44,0.035519126,0.018746652,0.018746652,0.755772191,0.028455285,0.056782334,0.020463623,0.01984127,0.0,0.0,0.128571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,1
365,ruby-grape/grape,grape_18,0.032786885,0.014997322,0.014997322,0.877886095,0.030995935,0.05362776,0.028945526,0.01984127,0.0,0.0,0.042857143,0.006666667,291,3,1,0,0,0,0,0,0,0,0,1,0
366,ruby-grape/grape,grape_46,0.030054645,0.077129084,0.077129084,0.340687532,0.06148374,0.220820189,0.011693499,0.023809524,0.0,0.0,0.228571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
367,ruby-grape/grape,grape_58,0.030054645,0.010712373,0.010712373,0.288353002,0.00254065,0.025236593,0.00829662,0.007936508,0.0,0.0,0.085714286,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
368,ruby-grape/grape,grape_21,0.024590164,0.014997322,0.014997322,0.751667522,0.037093496,0.03785489,0.006896694,0.011904762,0.0,0.0,0.042857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
369,ruby-grape/grape,grape_15,0.049180328,0.034279593,0.034279593,0.149307337,0.224085366,0.056782334,0.014658048,0.025793651,0.0,0.0,0.257142857,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
370,ruby-grape/grape,grape_45,0.016393443,0.007498661,0.007498661,0.543868651,0.051321138,0.009463722,0.006546712,0.005952381,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
371,ruby-grape/grape,grape_48,0.016393443,0.012854847,0.012854847,0.322729605,0.216971545,0.031545741,0.009140693,0.011904762,0.0,0.0,0.128571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
372,ruby-grape/grape,grape_10,0.016393443,0.023031601,0.023031601,0.26834274,0.035569106,0.09148265,0.006814345,0.013888889,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
373,ruby-grape/grape,grape_20,0.024590164,0.018211034,0.018211034,0.806054387,0.034552846,0.009463722,0.012846379,0.009920635,0.0,0.0,0.071428571,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
374,ruby-grape/grape,grape_56,0.013661202,0.021424746,0.021424746,0.105182145,0.589430894,0.088328076,0.004940915,0.011904762,0.0,0.0,0.128571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
375,ruby-grape/grape,grape_14,0.010928962,0.00803428,0.00803428,0.436121088,0.073678862,0.018927445,0.006464364,0.005952381,0.0,0.0,0.071428571,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
376,ruby-grape/grape,grape_24,0.010928962,0.004284949,0.004284949,0.740379682,0.00101626,0.012618297,0.01290814,0.003968254,0.0,0.0,0.042857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
377,ruby-grape/grape,grape_9,0.010928962,0.00374933,0.00374933,0.707542329,0.0,0.006309148,0.003973319,0.0,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
378,ruby-grape/grape,grape_32,0.019125683,0.017139796,0.017139796,0.325295023,0.463414634,0.028391167,0.012414049,0.011904762,0.0,0.0,0.142857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
379,ruby-grape/grape,grape_47,0.027322404,0.026780932,0.026780932,0.719343253,0.06351626,0.047318612,0.015707992,0.009920635,0.0,0.0,0.085714286,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
380,ruby-grape/grape,grape_5,0.027322404,0.03535083,0.03535083,0.12006157,0.412093496,0.072555205,0.039136163,0.037698413,0.307692308,0.0,0.157142857,0.026666667,291,3,1,0,0,0,0,0,0,0,0,1,1
381,ruby-grape/grape,grape_55,0.008196721,0.004820568,0.004820568,0.729091842,0.018292683,0.022082019,0.007411372,0.005952381,0.0,0.0,0.057142857,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
382,ruby-grape/grape,grape_52,0.008196721,0.004820568,0.004820568,0.586454592,0.00101626,0.006309148,0.006649648,0.003968254,0.0,0.0,0.028571429,0.002222222,291,3,1,0,0,0,0,0,0,0,0,1,0
383,ruby-grape/grape,grape_25,0.005464481,0.009641136,0.009641136,0.354027707,0.154471545,0.044164038,0.00403508,0.005952381,0.0,0.0,0.071428571,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
384,ruby-grape/grape,grape_2,0.005464481,0.006427424,0.006427424,0.281682914,0.067073171,0.025236593,0.005126199,0.007936508,0.0,0.0,0.071428571,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
385,ruby-grape/grape,grape_26,0.005464481,0.00374933,0.00374933,0.893791688,0.00152439,0.009463722,0.003335118,0.003968254,0.0,0.0,0.042857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
386,ruby-grape/grape,grape_34,0.005464481,0.001606856,0.001606856,0.707542329,0.0,0.015772871,0.002614567,0.0,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
387,ruby-grape/grape,grape_40,0.00273224,0.002142475,0.002142475,0.700359159,0.366869919,0.006309148,0.002202825,0.003968254,0.0,0.0,0.042857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
388,ruby-grape/grape,grape_29,0.00273224,0.019282271,0.019282271,0.172909184,0.015243902,0.050473186,0.00172932,0.007936508,0.0,0.0,0.071428571,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
389,ruby-grape/grape,grape_39,0.00273224,0.002678093,0.002678093,0.667008722,0.004065041,0.009463722,0.004673282,0.005952381,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
390,ruby-grape/grape,grape_4,0.00273224,0.001606856,0.001606856,0.415597742,0.25152439,0.009463722,0.001379339,0.003968254,0.0,0.0,0.057142857,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
391,ruby-grape/grape,grape_41,0.00273224,0.000535619,0.000535619,0.650590046,0.00101626,0.006309148,0.002511632,0.001984127,0.0,0.0,0.014285714,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
392,ruby-grape/grape,grape_36,0.00273224,0.002142475,0.002142475,0.801949718,0.0,0.006309148,0.000329394,0.001984127,0.0,0.0,0.014285714,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
393,ruby-grape/grape,grape_13,0.024590164,0.06695233,0.06695233,0.466906106,0.141768293,0.088328076,0.00858484,0.013888889,0.0,0.0,0.057142857,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
394,ruby-grape/grape,grape_53,0.00273224,0.005356186,0.005356186,0.162647512,0.012703252,0.018927445,0.002511632,0.005952381,0.0,0.0,0.042857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
395,ruby-grape/grape,grape_16,0.0,0.002142475,0.002142475,0.63981529,0.00050813,0.009463722,0.001358752,0.001984127,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
396,ruby-grape/grape,grape_57,0.0,0.003213712,0.003213712,0.000513084,0.117886179,0.012618297,0.003191008,0.005952381,0.0,0.0,0.1,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
397,ruby-grape/grape,grape_50,0.0,0.003213712,0.003213712,0.478193946,0.0,0.018927445,0.000761724,0.0,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
398,ruby-grape/grape,grape_28,0.0,0.000535619,0.000535619,0.784504874,0.021341463,0.003154574,0.006526125,0.003968254,0.0,0.0,0.014285714,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
399,ruby-grape/grape,grape_6,0.0,0.010176754,0.010176754,0.291431503,0.017784553,0.047318612,0.008378968,0.005952381,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
400,ruby-grape/grape,grape_51,0.0,0.000535619,0.000535619,0.344279117,0.00203252,0.006309148,8.23e-05,0.001984127,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
401,ruby-grape/grape,grape_33,0.0,0.00374933,0.00374933,0.021036429,0.072154472,0.022082019,0.002861613,0.005952381,0.0,0.0,0.085714286,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
402,ruby-grape/grape,grape_35,0.0,0.001071237,0.001071237,0.670087224,0.00152439,0.003154574,0.00086466,0.003968254,0.0,0.0,0.014285714,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
403,ruby-grape/grape,grape_23,0.00273224,0.006963042,0.006963042,0.877886095,0.027439024,0.018927445,0.005496768,0.003968254,0.0,0.0,0.142857143,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
404,ruby-grape/grape,grape_37,0.00273224,0.012854847,0.012854847,0.000513084,0.033536585,0.031545741,0.008564252,0.005952381,0.0,0.0,0.085714286,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
405,ruby-grape/grape,grape_54,0.0,0.0,0.0,0.479220113,0.015243902,0.006309148,0.00086466,0.003968254,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
406,ruby-grape/grape,grape_22,0.0,0.000535619,0.000535619,0.430477168,0.31554878,0.006309148,0.0,0.001984127,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
407,ruby-grape/grape,grape_42,0.00273224,0.005356186,0.005356186,0.640328374,0.010162602,0.015772871,0.001214642,0.003968254,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
408,ruby-grape/grape,grape_1,0.0,0.004284949,0.004284949,0.054386865,0.054878049,0.022082019,0.002985136,0.001984127,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
409,ruby-grape/grape,grape_11,0.00273224,0.003213712,0.003213712,0.86300667,0.005589431,0.003154574,0.003376292,0.003968254,0.0,0.0,0.057142857,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
410,ruby-grape/grape,grape_31,0.0,0.002678093,0.002678093,0.864032837,0.0,0.012618297,0.000802899,0.0,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
411,ruby-grape/grape,grape_17,0.0,0.002678093,0.002678093,0.824012314,0.12245935,0.006309148,0.00086466,0.003968254,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
412,ruby-grape/grape,grape_49,0.005464481,0.013926085,0.013926085,0.319651103,0.538109756,0.028391167,0.002202825,0.007936508,0.0,0.0,0.1,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
413,ruby-grape/grape,grape_38,0.00273224,0.017139796,0.017139796,0.075423294,0.076219512,0.044164038,0.003623338,0.007936508,0.0,0.0,0.071428571,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
414,ruby-grape/grape,grape_19,0.0,0.03535083,0.03535083,0.232939969,0.00304878,0.085173502,0.00374686,0.005952381,0.0,0.0,0.057142857,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
415,ruby-grape/grape,grape_43,0.0,0.008569898,0.008569898,0.276552078,0.043699187,0.022082019,0.00072055,0.005952381,0.0,0.0,0.0,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
416,ruby-grape/grape,grape_12,0.0,0.002142475,0.002142475,0.998460749,0.005589431,0.0,0.00172932,0.001984127,0.0,0.0,0.028571429,0.0,291,3,1,0,0,0,0,0,0,0,0,1,0
417,gruntjs/grunt,grunt_7,0.997429306,0.999009574,0.999009574,0.0,1.0,0.992882562,0.998217142,0.995283019,1.0,0.0,0.081081081,1.0,69,1,0,0,0,0,0,1,0,0,0,0,1
418,gruntjs/grunt,grunt_5,0.022279349,0.065368108,0.065368108,0.006216006,0.781966001,0.309608541,0.02457678,0.108490566,0.3,1.0,1.0,0.0625,69,1,0,0,0,0,0,1,0,0,0,0,0
419,gruntjs/grunt,grunt_6,0.015424165,0.014196104,0.014196104,0.34965035,0.407982262,0.046263345,0.013929619,0.066037736,0.0,0.0,0.162162162,0.1875,69,1,0,0,0,0,0,1,0,0,0,0,0
420,gruntjs/grunt,grunt_2,0.005998286,0.002641136,0.002641136,0.072261072,0.663710273,0.017793594,0.011980139,0.061320755,0.0,0.0,0.189189189,0.5625,69,1,0,0,0,0,0,1,0,0,0,0,0
421,gruntjs/grunt,grunt_10,0.005141388,0.001980852,0.001980852,0.808080808,0.096821877,0.017793594,0.006848174,0.028301887,0.0,0.0,0.27027027,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
422,gruntjs/grunt,grunt_4,0.005141388,0.002641136,0.002641136,0.072261072,0.00886918,0.014234875,0.001866169,0.009433962,0.033333333,0.0,0.162162162,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
423,gruntjs/grunt,grunt_3,0.003427592,0.004291845,0.004291845,0.937062937,0.019955654,0.024911032,0.004532125,0.014150943,0.033333333,0.0,0.054054054,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
424,gruntjs/grunt,grunt_15,0.002570694,0.00165071,0.00165071,0.2999223,0.175905395,0.017793594,0.002482671,0.023584906,0.0,0.0,0.297297297,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
425,gruntjs/grunt,grunt_1,0.00428449,0.003961704,0.003961704,0.786324786,0.137472284,0.039145907,0.005631832,0.033018868,0.0,0.0,0.243243243,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
426,gruntjs/grunt,grunt_16,0.0,0.000990426,0.000990426,0.828282828,0.0,0.007117438,0.000683151,0.004716981,0.0,0.0,0.054054054,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
427,gruntjs/grunt,grunt_11,0.0,0.000330142,0.000330142,0.829059829,0.059866962,0.003558719,0.0,0.004716981,0.0,0.0,0.054054054,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
428,gruntjs/grunt,grunt_14,0.0,0.000330142,0.000330142,0.828282828,0.0,0.0,0.000633164,0.004716981,0.0,0.0,0.054054054,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
429,gruntjs/grunt,grunt_8,0.0,0.000660284,0.000660284,0.271950272,0.000739098,0.007117438,0.002899227,0.004716981,0.0,0.0,0.027027027,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
430,gruntjs/grunt,grunt_17,0.0,0.001980852,0.001980852,0.256410256,0.074648928,0.003558719,0.004115569,0.0,0.0,0.0,0.0,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
431,gruntjs/grunt,grunt_13,0.0,0.000330142,0.000330142,0.748251748,0.076127125,0.003558719,0.00389896,0.004716981,0.0,0.0,0.108108108,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
432,gruntjs/grunt,grunt_12,0.0,0.000330142,0.000330142,0.828282828,0.113821138,0.003558719,0.002899227,0.004716981,0.0,0.0,0.0,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
433,gruntjs/grunt,grunt_9,0.0,0.0,0.0,0.906759907,0.086474501,0.0,0.000349907,0.009433962,0.0,0.0,0.108108108,0.0,69,1,0,0,0,0,0,1,0,0,0,0,0
434,cantino/huginn,huginn_21,0.946902655,0.191656828,0.191656828,0.045643154,0.653756778,0.486842105,0.838332684,0.362068966,1.0,0.5,0.601351351,0.222222222,144,8,1,0,0,0,0,1,0,1,0,1,1
435,cantino/huginn,huginn_18,0.977876106,0.997048406,0.997048406,0.001037344,0.99535244,0.988721805,0.991865075,0.989224138,0.375,0.0,1.0,1.0,144,8,1,0,0,0,0,1,0,1,0,1,1
436,cantino/huginn,huginn_6,0.497787611,0.178866588,0.178866588,0.0,0.683191325,0.635338346,0.639771764,0.465517241,0.928571429,0.0,0.810810811,0.339031339,144,8,1,0,0,0,0,1,0,1,0,1,1
437,cantino/huginn,huginn_16,0.157079646,0.022628886,0.022628886,0.101659751,0.087529047,0.084586466,0.049955315,0.05387931,0.053571429,0.0,0.108108108,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
438,cantino/huginn,huginn_8,0.086283186,0.040338449,0.040338449,0.019709544,0.96049574,0.097744361,0.068035473,0.049568966,0.022321429,0.0,0.175675676,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
439,cantino/huginn,huginn_3,0.059734513,0.007083825,0.007083825,0.804979253,0.045701007,0.013157895,0.019959211,0.010775862,0.008928571,0.0,0.040540541,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
440,cantino/huginn,huginn_9,0.050884956,0.006493506,0.006493506,0.404564315,0.265685515,0.001879699,0.042439103,0.021551724,0.004464286,0.0,0.047297297,0.008547009,144,8,1,0,0,0,0,1,0,1,0,1,0
441,cantino/huginn,huginn_15,0.042035398,0.007674144,0.007674144,0.995850622,0.012393493,0.026315789,0.025825523,0.017241379,0.004464286,0.0,0.0,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
442,cantino/huginn,huginn_17,0.039823009,0.005903188,0.005903188,0.87033195,0.03950426,0.02443609,0.022021586,0.00862069,0.0,1.0,0.054054054,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
443,cantino/huginn,huginn_20,0.039823009,0.028138528,0.028138528,0.564315353,0.53137103,0.060150376,0.0085474,0.028017241,0.017857143,0.0,0.047297297,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
444,cantino/huginn,huginn_5,0.033185841,0.012987013,0.012987013,0.730290456,0.052672347,0.060150376,0.025848438,0.015086207,0.004464286,0.0,0.033783784,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
445,cantino/huginn,huginn_11,0.033185841,0.005509642,0.005509642,0.492738589,0.113865221,0.020676692,0.013932492,0.030172414,0.0,0.0,0.040540541,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
446,cantino/huginn,huginn_1,0.024336283,0.010035419,0.010035419,0.017634855,0.299767622,0.065789474,0.017621852,0.025862069,0.017857143,0.0,0.114864865,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
447,cantino/huginn,huginn_12,0.011061947,0.002951594,0.002951594,0.060165975,0.250968242,0.007518797,0.00407892,0.002155172,0.004464286,0.0,0.054054054,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
448,cantino/huginn,huginn_4,0.008849558,0.000196773,0.000196773,0.887966805,0.015491867,0.0,0.007493297,0.004310345,0.004464286,0.0,0.040540541,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
449,cantino/huginn,huginn_13,0.006637168,0.000590319,0.000590319,0.683609959,0.024786987,0.005639098,0.001695731,0.00862069,0.0,0.0,0.040540541,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
450,cantino/huginn,huginn_19,0.002212389,0.031877214,0.031877214,0.348547718,0.109992254,0.278195489,0.014115814,0.002155172,0.075892857,0.0,0.027027027,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
451,cantino/huginn,huginn_10,0.002212389,0.016922471,0.016922471,0.903526971,0.00697134,0.163533835,0.001374917,0.002155172,0.28125,0.0,0.054054054,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
452,cantino/huginn,huginn_7,0.0,0.001770956,0.001770956,0.37966805,0.000774593,0.005639098,0.000137492,0.0,0.008928571,0.0,0.006756757,0.0,144,8,1,0,0,0,0,1,0,1,0,1,0
