,repo,developer_random_id,commit,addition,deletion,days_since_last_commit,days_first_to_last_commit,files,commit_messages_length,days_worked,files_blamed,issues,pulls_created,merges,repo_developer_count,repo_language_count,repo_ruby_used,repo_c_used,repo_cpp_used,repo_cs_used,repo_java_used,repo_js_used,repo_python_used,repo_html_used,repo_php_used,repo_others_used,author
68,capistrano/capistrano,capistrano_32,-0.212755024,-0.193299394,-0.193299394,0.58824678,1.369861596,-0.274599117,-0.233144172,-0.212322375,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
69,capistrano/capistrano,capistrano_52,-0.212755024,-0.220066265,-0.220066265,-0.249350033,-0.424174092,-0.360188452,-0.237643853,-0.254851288,-0.243327505,-0.225484009,-0.357002774,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
70,capistrano/capistrano,capistrano_48,-0.220904666,-0.218950979,-0.218950979,-0.106400177,-0.544047371,-0.381585786,-0.240107964,-0.276115745,-0.243327505,-0.225484009,-0.357002774,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
71,capistrano/capistrano,capistrano_24,-0.212755024,-0.210028689,-0.210028689,2.026679706,-0.53998387,-0.317393785,-0.214074097,-0.254851288,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
72,capistrano/capistrano,capistrano_43,-0.212755024,-0.216720406,-0.216720406,-1.267867757,-0.531856868,-0.317393785,-0.236786771,-0.233586832,-0.243327505,-0.225484009,-0.249901942,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
73,capistrano/capistrano,capistrano_49,-0.220904666,-0.221181552,-0.221181552,-0.401234255,-0.513571114,-0.424380454,-0.235072607,-0.254851288,-0.243327505,-0.225484009,-0.357002774,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
74,capistrano/capistrano,capistrano_5,-0.220904666,-0.221181552,-0.221181552,-0.193510245,-0.535920369,-0.40298312,-0.240857911,-0.276115745,-0.243327505,-0.225484009,-0.142801109,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
75,capistrano/capistrano,capistrano_34,-0.220904666,-0.220066265,-0.220066265,1.507369682,-0.178332282,-0.381585786,-0.228215951,-0.233586832,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
76,capistrano/capistrano,capistrano_45,-0.220904666,-0.214489834,-0.214489834,-0.432504536,-0.513571114,-0.338791119,-0.238929476,-0.276115745,-0.243327505,-0.225484009,-0.249901942,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
77,capistrano/capistrano,capistrano_38,-0.220904666,-0.221181552,-0.221181552,0.176149148,-0.546079122,-0.40298312,-0.247821702,-0.297380201,-0.243327505,-0.225484009,-0.249901942,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
78,capistrano/capistrano,capistrano_56,-0.220904666,-0.212259261,-0.212259261,-0.556468864,-0.062522504,-0.253201783,-0.238500935,-0.254851288,-0.140381253,-0.225484009,-0.035700277,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
79,capistrano/capistrano,capistrano_18,-0.220904666,-0.213374547,-0.213374547,-1.24888223,-0.470904354,-0.317393785,-0.227573139,-0.276115745,-0.243327505,-0.225484009,-0.035700277,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
80,capistrano/capistrano,capistrano_55,-0.220904666,-0.221181552,-0.221181552,-0.078480283,-0.546079122,-0.40298312,-0.244179104,-0.297380201,-0.243327505,-0.225484009,-0.464103606,-0.175615133,373,3,1,0,0,0,0,0,0,1,0,1,0
